ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
K20205;mpn;manganese peroxidase ;C14222;Polyaromatic;IARC2B;Chrysene;peroxidase
K20205;mpn;manganese peroxidase ;C14318;Polyaromatic;EPC;Benzo[ghi]perylene;peroxidase
K20205;mpn;manganese peroxidase ;C19610;Metal;ATSDR;Manganese(2+);peroxidase
K20205;mpn;manganese peroxidase ;C14325;Polyaromatic;CONAMA;Dibenz[a,h]anthracene;peroxidase
K20205;mpn;manganese peroxidase ;C19251;Polyaromatic;EPC;Indeno[1,2,3-cd]pyrene;peroxidase
K20205;mpn;manganese peroxidase ;C15234;Metal;EPC;Lead nitrate;peroxidase
K20205;mpn;manganese peroxidase ;C19425;Polyaromatic;EPC;Fluoranthene;peroxidase
K20206;VBPO;bromide peroxidase ;C13881;Metal;ATSDR;Barium cation;peroxidase
K20206;VBPO;bromide peroxidase ;C06267;Inorganic;ATSDR;Vanadium;peroxidase
K20206;VBPO;bromide peroxidase ;C06267;Metal;ATSDR;Vanadium;peroxidase
K20209;qdo;3-hydroxy-4-oxoquinoline 2,4-dioxygenase ;C00237;Inorganic;ATSDR;CO;dioxygenase
K20218;hipH;4-hydroxyisophthalate hydroxylase;C00230;Aromatic;EPC;3,4-Dihydroxybenzoate;hydroxylase
K20218;hipH;4-hydroxyisophthalate hydroxylase;C00230;Aromatic;WFD;3,4-Dihydroxybenzoate;hydroxylase
K20218;hipH;4-hydroxyisophthalate hydroxylase;C00230;Aromatic;PSL;3,4-Dihydroxybenzoate;hydroxylase
K20218;hipH;4-hydroxyisophthalate hydroxylase;C00230;Aromatic;ATSDR;3,4-Dihydroxybenzoate;hydroxylase
K20247;EGT2;hercynylcysteine S-oxide lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
K20247;EGT2;hercynylcysteine S-oxide lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
K20419;atdA1;gamma-glutamylanilide synthase ;C14403;Aromatic;IARC1;ortho-Toluidine;synthase
K20419;atdA1;gamma-glutamylanilide synthase ;C14403;Nitrogen-containing;IARC1;ortho-Toluidine;synthase
K20458;hcl;3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase ;C00587;Aromatic;ATSDR;3-Hydroxybenzoate;ligase
K20458;hcl;3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase ;C00587;Aromatic;EPC;3-Hydroxybenzoate;ligase
K20458;hcl;3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase ;C00587;Aromatic;WFD;3-Hydroxybenzoate;ligase
K20458;hcl;3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase ;C00587;Aromatic;PSL;3-Hydroxybenzoate;ligase
K20498;DSD1;D-serine ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
K20498;DSD1;D-serine ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
K20499;csh;carbon disulfide hydrolase ;C19033;Inorganic;PSL;Carbon disulfide;hydrolase
K20499;csh;carbon disulfide hydrolase ;C19033;Inorganic;ATSDR;Carbon disulfide;hydrolase
K20499;csh;carbon disulfide hydrolase ;C19033;Sulfur-containing;PSL;Carbon disulfide;hydrolase
K20499;csh;carbon disulfide hydrolase ;C19033;Sulfur-containing;ATSDR;Carbon disulfide;hydrolase
K20500;rapL;L-lysine cyclodeaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;cyclodeaminase
K20500;rapL;L-lysine cyclodeaminase ;C00014;Nitrogen-containing;PSL;Ammonia;cyclodeaminase
K20542;bcsZ;endoglucanase ;C01783;Polyaromatic;WFD;Arylmercury;endoglucanase
K20542;bcsZ;endoglucanase ;C01783;Polyaromatic;EPC;Arylmercury;endoglucanase
K20542;bcsZ;endoglucanase ;C01783;Organometallic;EPC;Arylmercury;endoglucanase
K20542;bcsZ;endoglucanase ;C01783;Organometallic;WFD;Arylmercury;endoglucanase
K20547;CHIB;basic endochitinase B ;C14321;Polyaromatic;ATSDR;Benzo[k]fluoranthene;endochitinase
K20547;CHIB;basic endochitinase B ;C14321;Polyaromatic;IARC2B;Benzo[k]fluoranthene;endochitinase
K20547;CHIB;basic endochitinase B ;C14321;Polyaromatic;EPA;Benzo[k]fluoranthene;endochitinase
K20547;CHIB;basic endochitinase B ;C14321;Polyaromatic;EPC;Benzo[k]fluoranthene;endochitinase
K20559;CYP71B15;dihydrocamalexate/camalexin synthase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;synthase
K20574;kanJ;kanamycin B dioxygenase ;C00014;Nitrogen-containing;PSL;Ammonia;dioxygenase
K20574;kanJ;kanamycin B dioxygenase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dioxygenase
K20614;ldi;linalool dehydratase / geraniol isomerase ;C06074;Aliphatic;IARC2B;Myrcene;dehydratase
K20625;ahy;acetylene hydratase ;C00084;Aliphatic;PSL;Acetaldehyde;hydratase
K20625;ahy;acetylene hydratase ;C00084;Aliphatic;IARC1;Acetaldehyde;hydratase
K20625;ahy;acetylene hydratase ;C00084;Aliphatic;IARC2B;Acetaldehyde;hydratase
K20757;dthadh;threo-3-hydroxy-D-aspartate ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
K20757;dthadh;threo-3-hydroxy-D-aspartate ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
K20760;scnA;thiocyanate hydrolase subunit alpha ;C00014;Nitrogen-containing;PSL;Ammonia;hydrolase
K20760;scnA;thiocyanate hydrolase subunit alpha ;C01755;Sulfur-containing;ATSDR;Thiocyanate;hydrolase
K20760;scnA;thiocyanate hydrolase subunit alpha ;C01755;Nitrogen-containing;ATSDR;Thiocyanate;hydrolase
K20760;scnA;thiocyanate hydrolase subunit alpha ;C00014;Nitrogen-containing;ATSDR;Ammonia;hydrolase
K20761;scnB;thiocyanate hydrolase subunit beta ;C01755;Sulfur-containing;ATSDR;Thiocyanate;hydrolase
K20761;scnB;thiocyanate hydrolase subunit beta ;C01755;Nitrogen-containing;ATSDR;Thiocyanate;hydrolase
K20761;scnB;thiocyanate hydrolase subunit beta ;C00014;Nitrogen-containing;ATSDR;Ammonia;hydrolase
K20761;scnB;thiocyanate hydrolase subunit beta ;C00014;Nitrogen-containing;PSL;Ammonia;hydrolase
K20762;scnC;thiocyanate hydrolase subunit gamma ;C01755;Nitrogen-containing;ATSDR;Thiocyanate;hydrolase
K20762;scnC;thiocyanate hydrolase subunit gamma ;C01755;Sulfur-containing;ATSDR;Thiocyanate;hydrolase
K20762;scnC;thiocyanate hydrolase subunit gamma ;C00014;Nitrogen-containing;PSL;Ammonia;hydrolase
K20762;scnC;thiocyanate hydrolase subunit gamma ;C00014;Nitrogen-containing;ATSDR;Ammonia;hydrolase
K20763;naaA;5-nitroanthranilic acid aminohydrolase ;C00014;Nitrogen-containing;PSL;Ammonia;aminohydrolase
K20763;naaA;5-nitroanthranilic acid aminohydrolase ;C00014;Nitrogen-containing;ATSDR;Ammonia;aminohydrolase
K20764;nnhA;2-nitroimidazole nitrohydrolase ;C00088;Nitrogen-containing;ATSDR;Nitrite;nitrohydrolase
K20764;nnhA;2-nitroimidazole nitrohydrolase ;C00088;Inorganic;ATSDR;Nitrite;nitrohydrolase
K20766;E3.5.5.5;arylacetonitrilase ;C00014;Nitrogen-containing;ATSDR;Ammonia;arylacetonitrilase
K20766;E3.5.5.5;arylacetonitrilase ;C00014;Nitrogen-containing;PSL;Ammonia;arylacetonitrilase
K20801;ltaA;L-allo-threonine aldolase ;C00084;Aliphatic;IARC1;Acetaldehyde;aldolase
K20801;ltaA;L-allo-threonine aldolase ;C00084;Aliphatic;IARC2B;Acetaldehyde;aldolase
K20801;ltaA;L-allo-threonine aldolase ;C00084;Aliphatic;PSL;Acetaldehyde;aldolase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Nitrogen-containing;EPA;Cyanide ion;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C19275;Inorganic;IARC2B;Nitromethane;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Inorganic;WFD;Cyanide ion;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C19275;Nitrogen-containing;IARC2B;Nitromethane;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Nitrogen-containing;ATSDR;Cyanide ion;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C19249;Aliphatic;IARC2B;2,4-Hexadienal;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Inorganic;ATSDR;Cyanide ion;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Inorganic;EPA;Cyanide ion;lyase
K20802;HNL;(R)-mandelonitrile lyase ;C00177;Nitrogen-containing;WFD;Cyanide ion;lyase
K20806;bxn;bromoxynil nitrilase ;C00014;Nitrogen-containing;ATSDR;Ammonia;nitrilase
K20806;bxn;bromoxynil nitrilase ;C00014;Nitrogen-containing;PSL;Ammonia;nitrilase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Aliphatic;IARC2B;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Nitrogen-containing;EPA;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Aliphatic;EPA;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01659;Nitrogen-containing;IARC2A;Acrylamide;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Nitrogen-containing;ATSDR;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C19302;Aliphatic;IARC2B;Thioacetamide;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Nitrogen-containing;IARC2B;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C19302;Sulfur-containing;IARC2B;Thioacetamide;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C19302;Nitrogen-containing;IARC2B;Thioacetamide;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Nitrogen-containing;PSL;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Aliphatic;ATSDR;Acrylonitrile;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01659;Aliphatic;IARC2A;Acrylamide;hydratase
K20807;nthB;nitrile hydratase subunit beta ;C01998;Aliphatic;PSL;Acrylonitrile;hydratase
K20808;cbdB;2-halobenzoate 1,2-dioxygenase small subunit ;C00090;Aromatic;IARC2B;Catechol;dioxygenase
K20808;cbdB;2-halobenzoate 1,2-dioxygenase small subunit ;C00090;Aromatic;PSL;Catechol;dioxygenase
K20808;cbdB;2-halobenzoate 1,2-dioxygenase small subunit ;C00090;Aromatic;ATSDR;Catechol;dioxygenase
K20808;cbdB;2-halobenzoate 1,2-dioxygenase small subunit ;C00090;Aromatic;WFD;Catechol;dioxygenase
K20808;cbdB;2-halobenzoate 1,2-dioxygenase small subunit ;C00090;Aromatic;EPC;Catechol;dioxygenase
K20809;cbdC;2-halobenzoate 1,2-dioxygenase electron transfer component ;C00090;Aromatic;PSL;Catechol;dioxygenase
K20809;cbdC;2-halobenzoate 1,2-dioxygenase electron transfer component ;C00090;Aromatic;IARC2B;Catechol;dioxygenase
K20809;cbdC;2-halobenzoate 1,2-dioxygenase electron transfer component ;C00090;Aromatic;ATSDR;Catechol;dioxygenase
K20809;cbdC;2-halobenzoate 1,2-dioxygenase electron transfer component ;C00090;Aromatic;WFD;Catechol;dioxygenase
K20809;cbdC;2-halobenzoate 1,2-dioxygenase electron transfer component ;C00090;Aromatic;EPC;Catechol;dioxygenase
K20810;mqnX;aminodeoxyfutalosine deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K20810;mqnX;aminodeoxyfutalosine deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K20814;dop;Pup amidohydrolase ;C00014;Nitrogen-containing;ATSDR;Ammonia;amidohydrolase
K20814;dop;Pup amidohydrolase ;C00014;Nitrogen-containing;PSL;Ammonia;amidohydrolase
K20837;dnhA_B;2,4-dinitroanisole O-demethylase ;C02496;Nitrogen-containing;EPA;2,4-Dinitrophenol;demethylase
K20837;dnhA_B;2,4-dinitroanisole O-demethylase ;C02496;Nitrogen-containing;ATSDR;2,4-Dinitrophenol;demethylase
K20837;dnhA_B;2,4-dinitroanisole O-demethylase ;C02496;Aromatic;EPA;2,4-Dinitrophenol;demethylase
K20837;dnhA_B;2,4-dinitroanisole O-demethylase ;C02496;Aromatic;ATSDR;2,4-Dinitrophenol;demethylase
K20896;TENA_E;formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase ;C00014;Nitrogen-containing;PSL;Ammonia;deformylase
K20896;TENA_E;formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deformylase
K20931;cnbZ;2-aminomuconate deaminase (2-hydroxymuconate-forming) ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K20931;cnbZ;2-aminomuconate deaminase (2-hydroxymuconate-forming) ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K20932;K20932;hydrazine synthase subunit ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K20932;K20932;hydrazine synthase subunit ;C05361;Nitrogen-containing;IARC2A;Hydrazine;synthase
K20932;K20932;hydrazine synthase subunit ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K20932;K20932;hydrazine synthase subunit ;C05361;Nitrogen-containing;ATSDR;Hydrazine;synthase
K20933;K20933;hydrazine synthase subunit ;C05361;Nitrogen-containing;IARC2A;Hydrazine;synthase
K20933;K20933;hydrazine synthase subunit ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K20933;K20933;hydrazine synthase subunit ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K20933;K20933;hydrazine synthase subunit ;C05361;Nitrogen-containing;ATSDR;Hydrazine;synthase
K20934;K20934;hydrazine synthase subunit ;C00014;Nitrogen-containing;PSL;Ammonia;synthase
K20934;K20934;hydrazine synthase subunit ;C05361;Nitrogen-containing;ATSDR;Hydrazine;synthase
K20934;K20934;hydrazine synthase subunit ;C00014;Nitrogen-containing;ATSDR;Ammonia;synthase
K20934;K20934;hydrazine synthase subunit ;C05361;Nitrogen-containing;IARC2A;Hydrazine;synthase
K20935;hdh;hydrazine dehydrogenase ;C05361;Nitrogen-containing;IARC2A;Hydrazine;dehydrogenase
K20935;hdh;hydrazine dehydrogenase ;C05361;Nitrogen-containing;ATSDR;Hydrazine;dehydrogenase
K20954;acgB;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20954;acgB;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20954;acgB;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20955;cdgK;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20955;cdgK;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20955;cdgK;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20956;cdgA;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20956;cdgA;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20956;cdgA;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20957;cdgH;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20957;cdgH;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20957;cdgH;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20958;cdgL;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20958;cdgL;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20958;cdgL;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20959;cdgM;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20959;cdgM;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20959;cdgM;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20960;K20960;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K20960;K20960;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K20960;K20960;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K20992;pytH;pyrethroid hydrolase ;C10984;Polyaromatic;EPC;Cypermethrin;hydrolase
K20992;pytH;pyrethroid hydrolase ;C10984;Nitrogen-containing;EPC;Cypermethrin;hydrolase
K20992;pytH;pyrethroid hydrolase ;C10984;Chlorinated;EPC;Cypermethrin;hydrolase
K20993;estP;pyrethroid hydrolase ;C10984;Nitrogen-containing;EPC;Cypermethrin;hydrolase
K20993;estP;pyrethroid hydrolase ;C10984;Polyaromatic;EPC;Cypermethrin;hydrolase
K20993;estP;pyrethroid hydrolase ;C10984;Chlorinated;EPC;Cypermethrin;hydrolase
K21016;FAEA;feruloyl esterase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;esterase
K21016;FAEA;feruloyl esterase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;esterase
K21016;FAEA;feruloyl esterase ;C19309;Aliphatic;IARC2B;Vinyl acetate;esterase
K21016;FAEA;feruloyl esterase ;C11344;Aliphatic;PSL;Methyl tert-butyl ether;esterase
K21019;sadC;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21019;sadC;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21019;sadC;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21020;siaD;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21020;siaD;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21020;siaD;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21021;tpbB;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21021;tpbB;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21021;tpbB;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21022;roeA;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21022;roeA;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21022;roeA;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21023;mucR;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21023;mucR;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21023;mucR;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21037;P;Hepadnaviridae DNA polymerase / reverse transcriptase / ribonuclease H ;C07210;Nitrogen-containing;IARC2B;Zidovudine;polymerase
K21037;P;Hepadnaviridae DNA polymerase / reverse transcriptase / ribonuclease H ;C07207;Nitrogen-containing;IARC2B;Zalcitabine;polymerase
K21038;brt;Bordetella phage reverse transcriptase ;C07210;Nitrogen-containing;IARC2B;Zidovudine;transcriptase
K21038;brt;Bordetella phage reverse transcriptase ;C07207;Nitrogen-containing;IARC2B;Zalcitabine;transcriptase
K21053;ade;adenine deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K21053;ade;adenine deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K21062;lhpC;1-pyrroline-4-hydroxy-2-carboxylate deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K21062;lhpC;1-pyrroline-4-hydroxy-2-carboxylate deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K21069;CYP9T2_3;ipsdienol synthase ;C06074;Aliphatic;IARC2B;Myrcene;synthase
K21084;yegE;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21084;yegE;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21084;yegE;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21085;yedQ;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21085;yedQ;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21085;yedQ;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21088;ydaM;diguanylate cyclase ;C07316;Sulfur-containing;IARC2B;Sulfasalazine;cyclase
K21088;ydaM;diguanylate cyclase ;C07316;Polyaromatic;IARC2B;Sulfasalazine;cyclase
K21088;ydaM;diguanylate cyclase ;C07316;Nitrogen-containing;IARC2B;Sulfasalazine;cyclase
K21104;E3.1.1.101;poly(ethylene terephthalate) hydrolase ;C21451;Aromatic;PSL;Poly(ethylene terephthalate);hydrolase
K21104;E3.1.1.101;poly(ethylene terephthalate) hydrolase ;C21451;Aromatic;WFD;Poly(ethylene terephthalate);hydrolase
K21104;E3.1.1.101;poly(ethylene terephthalate) hydrolase ;C21451;Aromatic;EPC;Poly(ethylene terephthalate);hydrolase
K21104;E3.1.1.101;poly(ethylene terephthalate) hydrolase ;C21451;Aromatic;ATSDR;Poly(ethylene terephthalate);hydrolase
K21105;E3.1.1.102;mono(ethylene terephthalate) hydrolase ;C01380;Aliphatic;PSL;Ethylene glycol;hydrolase
K21105;E3.1.1.102;mono(ethylene terephthalate) hydrolase ;C06337;Aromatic;EPC;Terephthalate;hydrolase
K21105;E3.1.1.102;mono(ethylene terephthalate) hydrolase ;C06337;Aromatic;PSL;Terephthalate;hydrolase
K21105;E3.1.1.102;mono(ethylene terephthalate) hydrolase ;C06337;Aromatic;WFD;Terephthalate;hydrolase
K21105;E3.1.1.102;mono(ethylene terephthalate) hydrolase ;C06337;Aromatic;ATSDR;Terephthalate;hydrolase
K21106;isoI;isoprene-epoxide---glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
K21106;isoI;isoprene-epoxide---glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
K21131;colD;GDP-4-dehydro-6-deoxy-alpha-D-mannose 3-dehydratase ;C00014;Nitrogen-containing;PSL;Ammonia;dehydratase
K21131;colD;GDP-4-dehydro-6-deoxy-alpha-D-mannose 3-dehydratase ;C00014;Nitrogen-containing;ATSDR;Ammonia;dehydratase
K21201;CYP119;cytochrome P450 family 119 ;C14440;Aliphatic;ATSDR;1,4-Dioxane;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C11195;Nitrogen-containing;IARC2B;Mitoxantrone;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19425;Polyaromatic;ATSDR;Fluoranthene;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Aromatic;EPA;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Aromatic;CONAMA;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19191;Nitrogen-containing;IARC2B;ortho-Anisidine;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19425;Polyaromatic;EPA;Fluoranthene;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14440;Aliphatic;IARC2B;1,4-Dioxane;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19425;Polyaromatic;EPC;Fluoranthene;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Chlorinated;CONAMA;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C00067;Aliphatic;ATSDR;Formaldehyde;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19191;Aromatic;IARC2B;ortho-Anisidine;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Aromatic;ATSDR;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Chlorinated;ATSDR;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C19425;Polyaromatic;WFD;Fluoranthene;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C00067;Aliphatic;IARC1;Formaldehyde;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C14219;Chlorinated;EPA;2-Chlorophenol;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C11195;Polyaromatic;IARC2B;Mitoxantrone;cytochrome P450 family 119
K21201;CYP119;cytochrome P450 family 119 ;C00067;Aliphatic;PSL;Formaldehyde;cytochrome P450 family 119
K21253;fosA;glutathione S-transferase fosA ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Inorganic;EPA;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Chlorinated;WFD;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Inorganic;WFD;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C05371;Nitrogen-containing;IARC2B;Microcystin LR;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Chlorinated;WFD;Alachlor;transferase
K21253;fosA;glutathione S-transferase fosA ;C14430;Chlorinated;EPC;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
K21253;fosA;glutathione S-transferase fosA ;C10984;Chlorinated;EPC;Cypermethrin;transferase
K21253;fosA;glutathione S-transferase fosA ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C05371;Aromatic;IARC2B;Microcystin LR;transferase
K21253;fosA;glutathione S-transferase fosA ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
K21253;fosA;glutathione S-transferase fosA ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
K21253;fosA;glutathione S-transferase fosA ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;EPA;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
