sample;ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C05371;Nitrogen-containing;IARC2B;Microcystin LR;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Chlorinated;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Aromatic;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C05371;Aromatic;IARC2B;Microcystin LR;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Chlorinated;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Aromatic;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Inorganic;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K13299;GSTK1;glutathione S-transferase kappa 1 ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14520;Nitrogen-containing;EPC;Chlorpyrifos-methyl;formamidase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14520;Organophosphorus;EPC;Chlorpyrifos-methyl;formamidase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14520;Sulfur-containing;EPC;Chlorpyrifos-methyl;formamidase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14403;Nitrogen-containing;IARC1;ortho-Toluidine;formamidase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14520;Chlorinated;EPC;Chlorpyrifos-methyl;formamidase
Fusarium graminearum - fgr;K14263;BNA7;kynurenine formamidase ;C14403;Aromatic;IARC1;ortho-Toluidine;formamidase
Fusarium graminearum - fgr;K20498;DSD1;D-serine ammonia-lyase ;C00014;Nitrogen-containing;PSL;Ammonia;lyase
Fusarium graminearum - fgr;K20498;DSD1;D-serine ammonia-lyase ;C00014;Nitrogen-containing;ATSDR;Ammonia;lyase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C19446;Chlorinated;ATSDR;Methyl chloride;transferase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C18447;Halogenated;EPA;Methyl bromide;transferase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C19446;Aliphatic;ATSDR;Methyl chloride;transferase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C18447;Aliphatic;EPA;Methyl bromide;transferase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C19446;Aliphatic;EPA;Methyl chloride;transferase
Fusarium graminearum - fgr;K21552;HOL;methyl halide transferase ;C19446;Chlorinated;EPA;Methyl chloride;transferase
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;ATSDR;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;EPA;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K17686;copA;P-type Cu+ transporter ;C00070;Metal;PSL;Copper;P-type Cu+ transporter
Fusarium graminearum - fgr;K17066;MOX;alcohol oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Fusarium graminearum - fgr;K17066;MOX;alcohol oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Fusarium graminearum - fgr;K17066;MOX;alcohol oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C00090;Aromatic;PSL;Catechol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C19256;Aromatic;IARC2B;Merphalan;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C19256;Nitrogen-containing;IARC2B;Merphalan;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C03012;Polyaromatic;EPC;Naphthalene-1,2-diol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C00090;Aromatic;EPC;Catechol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C00090;Aromatic;ATSDR;Catechol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C16453;Nitrogen-containing;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C16453;Aliphatic;IARC1;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C03012;Polyaromatic;PSL;Naphthalene-1,2-diol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C03012;Polyaromatic;ATSDR;Naphthalene-1,2-diol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C00090;Aromatic;IARC2B;Catechol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C19256;Chlorinated;IARC2B;Merphalan;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C00090;Aromatic;WFD;Catechol;dehydrogenase
Fusarium graminearum - fgr;K00078;DHDH;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ;C03012;Polyaromatic;WFD;Naphthalene-1,2-diol;dehydrogenase
Fusarium graminearum - fgr;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;PSL;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;ATSDR;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00306;PIPOX;sarcosine oxidase / L-pipecolate oxidase ;C00067;Aliphatic;IARC1;Formaldehyde;oxidase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Chlorinated;ATSDR;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Chlorinated;EPA;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C00090;Aromatic;WFD;Catechol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Aromatic;CONAMA;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C00090;Aromatic;IARC2B;Catechol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Chlorinated;CONAMA;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C00090;Aromatic;ATSDR;Catechol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C01197;Aromatic;IARC2B;Caffeate;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C00090;Aromatic;PSL;Catechol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Aromatic;ATSDR;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C14219;Aromatic;EPA;2-Chlorophenol;tyrosinase
Fusarium graminearum - fgr;K00505;TYR;tyrosinase ;C00090;Aromatic;EPC;Catechol;tyrosinase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07561;Chlorinated;IARC2B;Carbon tetrachloride;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C00870;Nitrogen-containing;EPA;4-Nitrophenol;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07561;Chlorinated;EPA;Carbon tetrachloride;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07561;Chlorinated;ATSDR;Carbon tetrachloride;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C10984;Nitrogen-containing;EPC;Cypermethrin;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C00870;Aromatic;ATSDR;4-Nitrophenol;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C10984;Polyaromatic;EPC;Cypermethrin;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07561;Chlorinated;CONAMA;Carbon tetrachloride;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07561;Chlorinated;EPC;Carbon tetrachloride;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C00870;Aromatic;EPA;4-Nitrophenol;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C10984;Chlorinated;EPC;Cypermethrin;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C07210;Nitrogen-containing;IARC2B;Zidovudine;phosphatase
Fusarium graminearum - fgr;K19283;ACPP;prostatic acid phosphatase ;C00870;Nitrogen-containing;ATSDR;4-Nitrophenol;phosphatase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C19262;Aliphatic;IARC2B;4-Methylimidazole;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C00014;Nitrogen-containing;PSL;Ammonia;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C07308;Inorganic;ATSDR;Cacodylate;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C07308;Metal;ATSDR;Cacodylate;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C07308;Inorganic;IARC2B;Cacodylate;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C19262;Nitrogen-containing;IARC2B;4-Methylimidazole;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C00014;Nitrogen-containing;ATSDR;Ammonia;cyclotransferase
Fusarium graminearum - fgr;K00683;QPCT;glutaminyl-peptide cyclotransferase ;C07308;Metal;IARC2B;Cacodylate;cyclotransferase
Fusarium graminearum - fgr;K11415;SIRT5;NAD-dependent protein deacetylase sirtuin 5 ;C14595;Nitrogen-containing;IARC2A;Methylnitrosourea;deacetylase
Fusarium graminearum - fgr;K11415;SIRT5;NAD-dependent protein deacetylase sirtuin 5 ;C14595;Aliphatic;IARC2A;Methylnitrosourea;deacetylase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Chlorinated;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;WFD;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Chlorinated;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPC;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Chlorinated;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Aromatic;WFD;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;EPA;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C10928;Aromatic;EPC;Alachlor;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPA;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11090;Inorganic;ATSDR;Endosulfan;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Chlorinated;EPC;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;PSL;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
Fusarium graminearum - fgr;K00799;GST;glutathione S-transferase ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Polyaromatic;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Nitrogen-containing;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C07675;Nitrogen-containing;IARC2A;Pioglitazone;oxidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C07675;Sulfur-containing;IARC2A;Pioglitazone;oxidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C07675;Aromatic;IARC2A;Pioglitazone;oxidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;PSL;Ammonia;oxidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C19263;Aliphatic;IARC2B;Methyl isobutyl ketone;oxidase
Fusarium graminearum - fgr;K00274;MAO;monoamine oxidase ;C00014;Nitrogen-containing;ATSDR;Ammonia;oxidase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Polyaromatic;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Nitrogen-containing;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Polyaromatic;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K00681;ggt;gamma-glutamyltranspeptidase / glutathione hydrolase ;C02227;Nitrogen-containing;IARC1;2-Naphthylamine;glutamyltranspeptidase
Fusarium graminearum - fgr;K10675;E4.2.1.66;cyanide hydratase ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;hydratase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Metal;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C13884;Metal;ATSDR;Strontium cation;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC1;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C11906;Inorganic;ATSDR;Sodium arsenite;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;IARC2B;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00128;ALDH;aldehyde dehydrogenase (NAD+) ;C00084;Aliphatic;PSL;Acetaldehyde;dehydrogenase
Fusarium graminearum - fgr;K00560;thyA;thymidylate synthase ;C19239;Organosulfur;IARC2B;Ethyl methanesulfonate;synthase
Fusarium graminearum - fgr;K00560;thyA;thymidylate synthase ;C19239;Aliphatic;IARC2B;Ethyl methanesulfonate;synthase
